"Name","Price","Original Price","Discount","Availability","Image URL","Product URL","Category","Color","Description"
"JBL PartyLight Stick","$99.98","$149.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYLIGHT-STICK.html?dwvar_PARTYLIGHT-STICK_color=Black-AM-Current&cgid=party-speakers","Party Speakers","Black","A Bluetooth party light stick that wirelessly syncs with JBL PartyBox speakers. Enjoy a bigger, choreographed lightshow with multiple PartyLight Sticks for a mesmerizing visual experience."
"JBL Battery 200 with Charging Case","$99.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/BATTERY200-CHARGING-CASE.html?dwvar_BATTERY200-CHARGING-CASE_color=Black-GLOBAL-Current&cgid=party-speakers","Party Speakers","Black","An easy-to-replace spare battery with charging case that's compatible with the PartyBox Club 120, Encore 2, Encore Essential 2."
"JBL PartyBox 1000","$1,499.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/JBLPARTYBOX1000.html?dwvar_JBLPARTYBOX1000_color=Black-AM-Current&cgid=party-speakers","Party Speakers","Black","Powerful Bluetooth party speaker with full panel light effects"
"JBL Partybox Encore Essential","$399.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYBOX-ENCORE-ESSENTIAL-.html?dwvar_PARTYBOX-ENCORE-ESSENTIAL-_color=Black-AM-Current&cgid=party-speakers","Party Speakers","Black","Portable party speaker with powerful 100W sound, built-in dynamic light show, and splash proof design."
"JBL Partybox 310","$699.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYBOX310-.html?dwvar_PARTYBOX310-_color=Black-AM-Current&cgid=party-speakers","Party Speakers","Black","Portable party speaker with dazzling lights and powerful JBL Pro Sound"
"JBL Partybox 710","$949.98","$1,099.98","SAVE 14%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYBOX-710-.html?dwvar_PARTYBOX-710-_color=Black-AM-Current&cgid=party-speakers","Party Speakers","Black","Party speaker with 800W RMS powerful sound, built-in lights and splashproof design."
"JBL Charge 6","$199.98","$249.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw67b238cc/color-chips/swatchImage_Black_Blue_Orange.png","https://ca.jbl.com/en_CA/CHARGE-6.html?dwvar_CHARGE-6_color=Black-AM-Current&cgid=sale","Sale","Black","Portable waterproof and drop-proof speaker with bold JBL Pro sound and a removable handle strap."
"JBL Go 4","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/GO-4.html?dwvar_GO-4_color=Sand-AM-Current&cgid=sale","Sale","Sand","An ultra-portable Bluetooth speaker with big JBL Pro Sound, punchy bass, and bold styling."
"MA7100HP","$1,399.98","$1,799.98","SAVE 22%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/MA7100HP.html?dwvar_MA7100HP_color=White-AM-Current&cgid=sale","Sale","White","7.2-channel 8K High Performance AV Receiver"
"JBL Tune 770NC","$129.98","$189.98","SAVE 32%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw57efb72d/color-chips/p7dwkfeeeb7eys7dsyr4.jpg","https://ca.jbl.com/en_CA/TUNE770NC.html?dwvar_TUNE770NC_color=Blue-AM-Current&cgid=sale","Sale","Blue","Adaptive Noise Cancelling Wireless Over-Ear Headphones"
"JBL Clip 5","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwef3ef820/color-chips/swatchImage_Dual_GO3_Black-Red.png","https://ca.jbl.com/en_CA/CLIP-5.html?dwvar_CLIP-5_color=White-AM-Current&cgid=sale","Sale","White","Ultra-portable and waterproof, the JBL Clip 5 delivers surprisingly big JBL Pro Sound and punchy bass. The fully integrated carabiner hooks instantly to bags, belts or buckles."
"JBL Grip","$109.98","$139.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw52a2bade/color-chips/swatchImage_Red_Grip.png","https://ca.jbl.com/en_CA/GRIP-1.html?dwvar_GRIP-1_color=Black-AM-Current&cgid=sale","Sale","Black","Compact portable Bluetooth speaker with bold JBL Pro Sound and ambient light."
"JBL Tour One M3","$329.98","$499.98","SAVE 34%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwec14cdcb/color-chips/swatchImage_Beige_01.png","https://ca.jbl.com/en_CA/TOUR-ONE-M3.html?dwvar_TOUR-ONE-M3_color=Mocha-AM-Current&cgid=sale","Sale","Mocha","Premium wireless over-ear Noise Cancelling headphones with Hi-Res Audio and legendary JBL pro sound"
"JBL PartyBox Club 120","$419.98","$549.98","SAVE 24%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/PARTYBOX-CLUB-120.html?dwvar_PARTYBOX-CLUB-120_color=White-AM-Current&cgid=sale","Sale","White","Portable party speaker with powerful JBL Pro Sound, a thrilling lightshow, splashproof, foldable handle and replaceable battery"
"JBL Live 670NC","$99.98","$169.98","SAVE 41%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/LIVE670NC.html?dwvar_LIVE670NC_color=Blue-AM-Current&cgid=sale","Sale","Blue","Wireless On-Ear Headphones with True Adaptive Noise Cancelling"
"JBL Junior 320","$24.98","$29.98","SAVE 17%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwe6154d4f/color-chips/dtperxqm13sschdztsgn.jpg","https://ca.jbl.com/en_CA/JUNIOR320.html?dwvar_JUNIOR320_color=Purple-AM-Current&cgid=sale","Sale","Purple","Colorful, durable wired on-ear headphones with JBL Safe Sound for kids"
"JBL Tune Beam 2","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw53216a51/color-chips/swatchImage_TealBlue.png","https://ca.jbl.com/en_CA/TUNE-BEAM-2.html?dwvar_TUNE-BEAM-2_color=Black-AM-Current&cgid=sale","Sale","Black","True Wireless Noise Cancelling Earbuds with JBL Spatial Sound and Smart Ambient technology"
"JBL Live Buds 3","$199.98","$279.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw7f4eb67a/color-chips/zylrr90dlcuqxz9qxd6g.jpg","https://ca.jbl.com/en_CA/LIVEBUDS3.html?dwvar_LIVEBUDS3_color=Purple-AM-Current&cgid=sale","Sale","Purple","True wireless Noise Cancelling bud-type earbuds with Smart Charging Case™"
"JBL Live 770NC","$179.98","$299.98","SAVE 40%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/LIVE770NC.html?dwvar_LIVE770NC_color=Blue-AM-Current&cgid=sale","Sale","Blue","Wireless Over-Ear Headphones with True Adaptive Noise Cancelling"
"JBL Endurance Run 2 Wired","$24.98","$29.98","SAVE 17%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/ENDURANCE-RUN-2-WIRED.html?dwvar_ENDURANCE-RUN-2-WIRED_color=Black-AM-Current&cgid=sale","Sale","Black","Waterproof Wired Sports In-Ear Headphones"
"JBL Tune Buds 2","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/TUNE-BUDS-2.html?dwvar_TUNE-BUDS-2_color=Turquoise-AM-Current&cgid=sale","Sale","Turquoise","True Wireless Noise Cancelling Earbuds with JBL Spatial Sound and Smart Ambient technology"
"JBL Vibe Flex 2","$69.98","$99.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw08b4ffdc/color-chips/swatchImage_Blue_Vibe_Beam_2.png","https://ca.jbl.com/en_CA/VIBE-FLEX-2.html?dwvar_VIBE-FLEX-2_color=White-AM-Current&cgid=sale","Sale","White","True Wireless Earbuds with JBL Pure Bass Sound and Smart Ambient technology"
"JBL Authentics 500","$699.98","$999.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/AUTHENTICS-500.html?dwvar_AUTHENTICS-500_color=Black-AM-Current&cgid=sale","Sale","Black","Hi-fidelity smart home speaker with Wi-Fi, Bluetooth and Voice Assistants with retro design."
"JBL Tune 720BT","$59.98","$109.98","SAVE 45%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw3d3a0b6c/color-chips/swatchImage_Blue_Go_3-Clip_4_Eco_70x70px.png","https://ca.jbl.com/en_CA/TUNE720BT.html?dwvar_TUNE720BT_color=White-AM-Current&cgid=sale","Sale","White","Wireless over-ear headphones"
"JBL Live Pro 2 TWS","$139.98","$199.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/LIVE-PRO-2-TWS-.html?dwvar_LIVE-PRO-2-TWS-_color=Silver-AM-Current&cgid=sale","Sale","Silver","True wireless Noise Cancelling earbuds"
"JBL PartyBox 520","$869.98","$1,099.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/PARTYBOX-520.html?dwvar_PARTYBOX-520_color=Black-AM-Current&cgid=sale","Sale","Black","Portable battery-powered party speaker with powerful sound"
"JBL Vibe Buds 2","$69.98","$99.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/VIBE-BUDS-2.html?dwvar_VIBE-BUDS-2_color=Pink-AM-Current&cgid=sale","Sale","Pink","True Wireless Noise Cancelling Earbuds with JBL Pure Bass Sound and Smart Ambient technology"
"JBL Cinema SB510","$179.98","$229.98","SAVE 22%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/SB510.html?dwvar_SB510_color=Black-US-Current&cgid=sale","Sale","Black","3.1 Channel Soundbar with a Built-in Subwoofer"
"JBL Quantum Stream","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/QUANTUM-STREAM.html?dwvar_QUANTUM-STREAM_color=Black-AM-Current&cgid=sale","Sale","Black","Dual pattern premium USB microphone for streaming, recording and gaming"
"JBL Quantum 100","$39.98","$59.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwe8108393/color-chips/swatchImage_Blue_02.png","https://ca.jbl.com/en_CA/QUANTUM100.html?dwvar_QUANTUM100_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with flip-up mic"
"MA310","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/MA310.html?dwvar_MA310_color=Black-AM-Current&cgid=sale","Sale","Black","5.2-channel 4K AV Receiver"
"JBL Authentics 200","$349.98","$499.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/AUTHENTICS-200.html?dwvar_AUTHENTICS-200_color=Black-AM-Current&cgid=sale","Sale","Black","Smart home speaker with Wi-Fi, Bluetooth and Voice Assistants with retro design"
"JBL Junior 320BT","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwc5900253/color-chips/swatchImage_Blue_Wave_Flex.png","https://ca.jbl.com/en_CA/JUNIOR320BT.html?dwvar_JUNIOR320BT_color=Purple-AM-Current&cgid=sale","Sale","Purple","Colorful, durable wireless on-ear headphones with JBL Safe Sound for kids and parental control"
"JBL Quantum 100M2","$39.98","$59.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw9029e40f/color-chips/swatchImage_dual_White.png","https://ca.jbl.com/en_CA/QUANTUM100M2.html?dwvar_QUANTUM100M2_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with omnidirectional, detachable mic with mute option and fabric-covered memory foam ear cushions"
"JBL Spinner BT","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw276e0741/color-chips/swatchImage_Dual_Black-Gold.png","https://ca.jbl.com/en_CA/SPINNER-BT.html?dwvar_SPINNER-BT_color=BlackOrange-AM-Current&cgid=sale","Sale","BlackOrange","Bluetooth Turntable"
"JBL Boombox 3","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwbe3f60c4/color-chips/swngkw4obwwz2zscazly.jpg","https://ca.jbl.com/en_CA/BOOMBOX-3-.html?dwvar_BOOMBOX-3-_color=Squad-AM-Current&cgid=sale","Sale","Squad","Portable speaker"
"JBL Quantum Stream Talk","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/QUANTUM-STREAM-TALK.html?dwvar_QUANTUM-STREAM-TALK_color=Black-AM-Current&cgid=sale","Sale","Black","USB streaming microphone"
"Stage 200P","$549.98","$699.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/200P.html?dwvar_200P_color=Latte-AM-Current&cgid=sale","Sale","Latte","10-inch (250mm) 300W Powered Subwoofer"
"MA710","$999.98","$1,199.98","SAVE 17%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/MA710.html?dwvar_MA710_color=Black-AM-Current&cgid=sale","Sale","Black","7.2-channel 8K AV Receiver"
"Stage FS Floorstands","$279.98","$349.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/STAGE-2-FLOOR-STANDS.html?dwvar_STAGE-2-FLOOR-STANDS_color=Espresso-GLOBAL-Current&cgid=sale","Sale","Espresso","Floorstands for JBL Stage 240B and 250B"
"JBL Soundgear Sense","$129.98","$199.98","SAVE 35%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/SOUNDGEAR-SENSE.html?dwvar_SOUNDGEAR-SENSE_color=Black-AM-Current&cgid=sale","Sale","Black","True wireless open-ear headphones"
"Stage 240B","$329.98","$429.98","SAVE 23%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/240B.html?dwvar_240B_color=Espresso-GLOBAL-Current&cgid=sale","Sale","Espresso","2-Way 4.5-inch (114mm) Bookshelf Loudspeaker - Pair"
"JBL Reflect Aero TWS","$129.98","$199.98","SAVE 35%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw26ea0b33/color-chips/swatchImage_White.png","https://ca.jbl.com/en_CA/REFLECT-AERO.html?dwvar_REFLECT-AERO_color=Black-AM-Current&cgid=sale","Sale","Black","True wireless Noise Cancelling active earbuds"
"JBL Endurance Run 2 Wireless","$39.98","$49.98","SAVE 20%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/ENDURANCE-RUN-2-WIRELESS.html?dwvar_ENDURANCE-RUN-2-WIRELESS_color=Black-GLOBAL-Current&cgid=sale","Sale","Black","Waterproof Wireless In-Ear Sport Headphones"
"JBL Quantum 100X Console","$39.98","$59.98","SAVE 33%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1dfee8cd/color-chips/swatchImage_Black_Infinity_Lab_ClearCall.png","https://ca.jbl.com/en_CA/QUANTUM100X.html?dwvar_QUANTUM100X_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with a detachable mic"
"JBL Tune 205","$19.98","$24.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwc9925bbb/color-chips/Champagne-gold-square.png","https://ca.jbl.com/en_CA/T205.html?dwvar_T205_color=Black-AM-Current&cgid=sale","Sale","Black","Earbud headphones"
"JBL BAR 1300X","$1,299.98","$2,499.98","SAVE 48%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/BAR-1300X.html?dwvar_BAR-1300X_color=Black-AM-Current&cgid=sale","Sale","Black","11.1.4-channel soundbar with detachable surround speakers, MultiBeam™, Dolby Atmos® and DTS:X®"
"JBL Partybox 710","$949.98","$1,099.98","SAVE 14%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYBOX-710-.html?dwvar_PARTYBOX-710-_color=Black-AM-Current&cgid=sale","Sale","Black","Party speaker with 800W RMS powerful sound, built-in lights and splashproof design."
"JBL Junior 470NC","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1df26d73/color-chips/ekonc5p0tzyqhisx5mu0.jpg","https://ca.jbl.com/en_CA/JUNIOR470NC.html?dwvar_JUNIOR470NC_color=White-AM-Current&cgid=sale","Sale","White","Colorful, durable wireless over-ear noise-cancelling headphones with JBL Safe Sound for kids and parental control"
"JBL Charge 6","$199.98","$249.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw67b238cc/color-chips/swatchImage_Black_Blue_Orange.png","https://ca.jbl.com/en_CA/CHARGE-6.html?dwvar_CHARGE-6_color=Black-AM-Current&cgid=sale","Sale","Black","Portable waterproof and drop-proof speaker with bold JBL Pro sound and a removable handle strap."
"JBL Go 4","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/GO-4.html?dwvar_GO-4_color=Sand-AM-Current&cgid=sale","Sale","Sand","An ultra-portable Bluetooth speaker with big JBL Pro Sound, punchy bass, and bold styling."
"MA7100HP","$1,399.98","$1,799.98","SAVE 22%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/MA7100HP.html?dwvar_MA7100HP_color=White-AM-Current&cgid=sale","Sale","White","7.2-channel 8K High Performance AV Receiver"
"JBL Tune 770NC","$129.98","$189.98","SAVE 32%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw57efb72d/color-chips/p7dwkfeeeb7eys7dsyr4.jpg","https://ca.jbl.com/en_CA/TUNE770NC.html?dwvar_TUNE770NC_color=Blue-AM-Current&cgid=sale","Sale","Blue","Adaptive Noise Cancelling Wireless Over-Ear Headphones"
"JBL Clip 5","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwef3ef820/color-chips/swatchImage_Dual_GO3_Black-Red.png","https://ca.jbl.com/en_CA/CLIP-5.html?dwvar_CLIP-5_color=White-AM-Current&cgid=sale","Sale","White","Ultra-portable and waterproof, the JBL Clip 5 delivers surprisingly big JBL Pro Sound and punchy bass. The fully integrated carabiner hooks instantly to bags, belts or buckles."
"JBL Grip","$109.98","$139.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw52a2bade/color-chips/swatchImage_Red_Grip.png","https://ca.jbl.com/en_CA/GRIP-1.html?dwvar_GRIP-1_color=Black-AM-Current&cgid=sale","Sale","Black","Compact portable Bluetooth speaker with bold JBL Pro Sound and ambient light."
"JBL Tour One M3","$329.98","$499.98","SAVE 34%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwec14cdcb/color-chips/swatchImage_Beige_01.png","https://ca.jbl.com/en_CA/TOUR-ONE-M3.html?dwvar_TOUR-ONE-M3_color=Mocha-AM-Current&cgid=sale","Sale","Mocha","Premium wireless over-ear Noise Cancelling headphones with Hi-Res Audio and legendary JBL pro sound"
"JBL PartyBox Club 120","$419.98","$549.98","SAVE 24%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/PARTYBOX-CLUB-120.html?dwvar_PARTYBOX-CLUB-120_color=White-AM-Current&cgid=sale","Sale","White","Portable party speaker with powerful JBL Pro Sound, a thrilling lightshow, splashproof, foldable handle and replaceable battery"
"JBL Live 670NC","$99.98","$169.98","SAVE 41%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/LIVE670NC.html?dwvar_LIVE670NC_color=Blue-AM-Current&cgid=sale","Sale","Blue","Wireless On-Ear Headphones with True Adaptive Noise Cancelling"
"JBL Junior 320","$24.98","$29.98","SAVE 17%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwe6154d4f/color-chips/dtperxqm13sschdztsgn.jpg","https://ca.jbl.com/en_CA/JUNIOR320.html?dwvar_JUNIOR320_color=Purple-AM-Current&cgid=sale","Sale","Purple","Colorful, durable wired on-ear headphones with JBL Safe Sound for kids"
"JBL Tune Beam 2","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw53216a51/color-chips/swatchImage_TealBlue.png","https://ca.jbl.com/en_CA/TUNE-BEAM-2.html?dwvar_TUNE-BEAM-2_color=Black-AM-Current&cgid=sale","Sale","Black","True Wireless Noise Cancelling Earbuds with JBL Spatial Sound and Smart Ambient technology"
